id,speech_source,noise_type,noise_source,snr_db,impulse_timestamp_sec
pair_00448,data/clean/LibriSpeech\dev-clean\652\130726\652-130726-0034.wav,impulsive,data/clean/SESA\train\explosion_072.wav,7.13,3.5268125
pair_00449,data/clean/LibriSpeech\dev-clean\3576\138058\3576-138058-0013.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0575.wav + data/clean/SESA\train\siren_026.wav,2.33,0.4189375
pair_00450,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0044.wav,impulsive,data/clean/SESA\train\siren_010.wav,-1.05,0.519125
pair_00451,data/clean/LibriSpeech\dev-clean\7976\110523\7976-110523-0011.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0539.wav + data/clean/SESA\train\explosion_010.wav,-2.21,0.60975
pair_00452,data/clean/LibriSpeech\dev-clean\2428\83705\2428-83705-0003.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0675.wav,6.13,
pair_00453,data/clean/LibriSpeech\dev-clean\2412\153947\2412-153947-0009.wav,impulsive,data/clean/SESA\test\explosion_000.wav,6.9,0.1824375
pair_00454,data/clean/LibriSpeech\dev-clean\6241\61946\6241-61946-0004.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0173.wav,-2.02,
pair_00455,data/clean/LibriSpeech\dev-clean\2902\9006\2902-9006-0005.wav,impulsive,data/clean/SESA\train\gunshot_036.wav,10.02,1.241625
pair_00456,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0025.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0171.wav,13.1,
pair_00457,data/clean/LibriSpeech\dev-clean\652\130726\652-130726-0019.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0049.wav,-0.03,
pair_00458,data/clean/LibriSpeech\dev-clean\3752\4943\3752-4943-0012.wav,nonstationary,data/clean/musan/music\fma\music-fma-0109.wav,-1.43,
pair_00459,data/clean/LibriSpeech\dev-clean\3081\166546\3081-166546-0070.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0110.wav,6.6,
pair_00460,data/clean/LibriSpeech\dev-clean\2277\149897\2277-149897-0028.wav,impulsive,data/clean/SESA\train\gunshot_085.wav,-4.68,1.653125
pair_00461,data/clean/LibriSpeech\dev-clean\2902\9008\2902-9008-0004.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0032.wav,11.76,
pair_00462,data/clean/LibriSpeech\dev-clean\3081\166546\3081-166546-0052.wav,nonstationary,data/clean/musan/music\fma\music-fma-0079.wav,12.25,
pair_00463,data/clean/LibriSpeech\dev-clean\652\130726\652-130726-0008.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0021.wav,14.32,
pair_00464,data/clean/LibriSpeech\dev-clean\3170\137482\3170-137482-0002.wav,impulsive,data/clean/SESA\train\gunshot_097.wav,3.75,10.926125
pair_00465,data/clean/LibriSpeech\dev-clean\1988\147956\1988-147956-0029.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0030.wav,-3.37,
pair_00466,data/clean/LibriSpeech\dev-clean\2428\83705\2428-83705-0029.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0145.wav + data/clean/SESA\train\siren_075.wav,10.82,0.2750625
pair_00467,data/clean/LibriSpeech\dev-clean\3081\166546\3081-166546-0056.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0020.wav,3.02,
pair_00468,data/clean/LibriSpeech\dev-clean\2035\152373\2035-152373-0013.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0138.wav,9.84,
pair_00469,data/clean/LibriSpeech\dev-clean\6241\61946\6241-61946-0001.wav,impulsive,data/clean/SESA\train\siren_101.wav,8.22,2.464
pair_00470,data/clean/LibriSpeech\dev-clean\3752\4944\3752-4944-0033.wav,mixed,data/clean/musan/noise\sound-bible\noise-sound-bible-0026.wav + data/clean/SESA\train\gunshot_050.wav,2.22,0.93075
pair_00471,data/clean/LibriSpeech\dev-clean\3853\163249\3853-163249-0010.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0677.wav,8.75,
pair_00472,data/clean/LibriSpeech\dev-clean\8842\302203\8842-302203-0009.wav,impulsive,data/clean/SESA\test\gunshot_000.wav,3.49,2.779625
pair_00473,data/clean/LibriSpeech\dev-clean\8842\304647\8842-304647-0008.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0009.wav + data/clean/SESA\test\explosion_095.wav,8.18,0.2501875
pair_00474,data/clean/LibriSpeech\dev-clean\174\84280\174-84280-0014.wav,impulsive,data/clean/SESA\train\explosion_011.wav,-2.25,1.126375
pair_00475,data/clean/LibriSpeech\dev-clean\2428\83705\2428-83705-0029.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0836.wav,1.6,
pair_00476,data/clean/LibriSpeech\dev-clean\1988\148538\1988-148538-0010.wav,impulsive,data/clean/SESA\train\siren_045.wav,-5.0,0.173125
pair_00477,data/clean/LibriSpeech\dev-clean\3752\4943\3752-4943-0030.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0511.wav + data/clean/SESA\train\siren_067.wav,14.7,0.3045
pair_00478,data/clean/LibriSpeech\dev-clean\3081\166546\3081-166546-0023.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0069.wav,-1.55,
pair_00479,data/clean/LibriSpeech\dev-clean\1462\170142\1462-170142-0037.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0047.wav,0.62,
pair_00480,data/clean/LibriSpeech\dev-clean\3170\137482\3170-137482-0009.wav,nonstationary,data/clean/musan/music\fma\music-fma-0050.wav,7.57,
pair_00481,data/clean/LibriSpeech\dev-clean\5895\34629\5895-34629-0024.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0651.wav + data/clean/SESA\train\explosion_121.wav,7.65,1.3039375
pair_00482,data/clean/LibriSpeech\dev-clean\7976\110124\7976-110124-0009.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0810.wav + data/clean/SESA\train\gunshot_010.wav,-3.21,1.3535625
pair_00483,data/clean/LibriSpeech\dev-clean\3752\4944\3752-4944-0015.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0244.wav + data/clean/SESA\train\explosion_072.wav,2.87,1.2493125
pair_00484,data/clean/LibriSpeech\dev-clean\6241\66616\6241-66616-0018.wav,mixed,data/clean/musan/noise\sound-bible\noise-sound-bible-0025.wav + data/clean/SESA\train\explosion_172.wav,-2.32,2.8151875
pair_00485,data/clean/LibriSpeech\dev-clean\3536\8226\3536-8226-0028.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0646.wav + data/clean/SESA\train\gunshot_087.wav,5.69,0.5161875
pair_00486,data/clean/LibriSpeech\dev-clean\2035\147960\2035-147960-0012.wav,nonstationary,data/clean/musan/music\fma\music-fma-0112.wav,12.93,
pair_00487,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0045.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0284.wav,13.74,
pair_00488,data/clean/LibriSpeech\dev-clean\3853\163249\3853-163249-0000.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0810.wav,0.81,
pair_00489,data/clean/LibriSpeech\dev-clean\2412\153954\2412-153954-0002.wav,impulsive,data/clean/SESA\train\siren_000.wav,7.96,1.3875625
pair_00490,data/clean/LibriSpeech\dev-clean\3752\4944\3752-4944-0063.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0193.wav + data/clean/SESA\train\explosion_045.wav,5.17,0.296375
pair_00491,data/clean/LibriSpeech\dev-clean\7850\286674\7850-286674-0005.wav,nonstationary,data/clean/musan/music\fma\music-fma-0110.wav,10.07,
pair_00492,data/clean/LibriSpeech\dev-clean\174\84280\174-84280-0006.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0242.wav + data/clean/SESA\train\explosion_014.wav,14.46,3.07125
pair_00493,data/clean/LibriSpeech\dev-clean\5536\43363\5536-43363-0012.wav,stationary,data/clean/musan/noise\sound-bible\noise-sound-bible-0068.wav,7.03,
pair_00494,data/clean/LibriSpeech\dev-clean\1988\24833\1988-24833-0027.wav,impulsive,data/clean/SESA\train\gunshot_085.wav,13.67,0.3861875
pair_00495,data/clean/LibriSpeech\dev-clean\2078\142845\2078-142845-0028.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0213.wav + data/clean/SESA\train\explosion_193.wav,14.6,7.2620625
pair_00496,data/clean/LibriSpeech\dev-clean\1988\24833\1988-24833-0005.wav,impulsive,data/clean/SESA\train\gunshot_090.wav,13.07,0.1126875
pair_00497,data/clean/LibriSpeech\dev-clean\6241\61943\6241-61943-0025.wav,impulsive,data/clean/SESA\test\explosion_208.wav,4.89,0.34075
pair_00498,data/clean/LibriSpeech\dev-clean\3853\163249\3853-163249-0025.wav,nonstationary,data/clean/musan/music\fma\music-fma-0105.wav,14.34,
pair_00499,data/clean/LibriSpeech\dev-clean\6345\64257\6345-64257-0012.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0133.wav + data/clean/SESA\train\gunshot_044.wav,3.92,0.5535
pair_00500,data/clean/LibriSpeech\dev-clean\2428\83705\2428-83705-0035.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0266.wav + data/clean/SESA\train\siren_019.wav,11.82,2.750375
pair_00501,data/clean/LibriSpeech\dev-clean\6345\93302\6345-93302-0020.wav,mixed,data/clean/musan/noise\sound-bible\noise-sound-bible-0080.wav + data/clean/SESA\train\explosion_170.wav,-3.45,1.0043125
pair_00502,data/clean/LibriSpeech\dev-clean\5895\34629\5895-34629-0013.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0014.wav,10.56,
pair_00503,data/clean/LibriSpeech\dev-clean\5694\64025\5694-64025-0001.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0161.wav + data/clean/SESA\test\gunshot_084.wav,1.38,0.5455
pair_00504,data/clean/LibriSpeech\dev-clean\6345\93306\6345-93306-0012.wav,nonstationary,data/clean/musan/music\hd-classical\music-hd-0012.wav,6.04,
pair_00505,data/clean/LibriSpeech\dev-clean\6313\66129\6313-66129-0019.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0652.wav,3.6,
pair_00506,data/clean/LibriSpeech\dev-clean\8297\275155\8297-275155-0005.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0685.wav + data/clean/SESA\train\gunshot_024.wav,9.38,0.9505
pair_00507,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0042.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0789.wav,13.62,
pair_00508,data/clean/LibriSpeech\dev-clean\2902\9006\2902-9006-0009.wav,stationary,data/clean/musan/noise\sound-bible\noise-sound-bible-0021.wav,6.47,
pair_00509,data/clean/LibriSpeech\dev-clean\6345\64257\6345-64257-0013.wav,impulsive,data/clean/SESA\train\explosion_110.wav,9.97,2.85625
pair_00510,data/clean/LibriSpeech\dev-clean\2035\152373\2035-152373-0012.wav,impulsive,data/clean/SESA\test\explosion_025.wav,-3.39,5.0214375
pair_00511,data/clean/LibriSpeech\dev-clean\8297\275155\8297-275155-0024.wav,nonstationary,data/clean/musan/music\fma\music-fma-0114.wav,12.15,
pair_00512,data/clean/LibriSpeech\dev-clean\3576\138058\3576-138058-0032.wav,impulsive,data/clean/SESA\train\gunshot_042.wav,-2.82,0.9859375
pair_00513,data/clean/LibriSpeech\dev-clean\3536\8226\3536-8226-0024.wav,impulsive,data/clean/SESA\train\siren_072.wav,-2.41,0.764625
pair_00514,data/clean/LibriSpeech\dev-clean\2277\149897\2277-149897-0028.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0833.wav + data/clean/SESA\train\siren_068.wav,-4.07,0.7138125
pair_00515,data/clean/LibriSpeech\dev-clean\6241\66616\6241-66616-0011.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0438.wav + data/clean/SESA\train\gunshot_018.wav,6.21,1.8713125
pair_00516,data/clean/LibriSpeech\dev-clean\3853\163249\3853-163249-0003.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0086.wav,-3.42,
pair_00517,data/clean/LibriSpeech\dev-clean\5694\64029\5694-64029-0000.wav,nonstationary,data/clean/musan/music\hd-classical\music-hd-0003.wav,4.49,
pair_00518,data/clean/LibriSpeech\dev-clean\5536\43363\5536-43363-0018.wav,impulsive,data/clean/SESA\test\explosion_095.wav,12.65,3.0465625
pair_00519,data/clean/LibriSpeech\dev-clean\2277\149874\2277-149874-0003.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0222.wav,7.01,
pair_00520,data/clean/LibriSpeech\dev-clean\3081\166546\3081-166546-0065.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0124.wav + data/clean/SESA\train\explosion_111.wav,7.85,0.07975
pair_00521,data/clean/LibriSpeech\dev-clean\251\136532\251-136532-0000.wav,impulsive,data/clean/SESA\train\gunshot_021.wav,-3.4,1.0539375
pair_00522,data/clean/LibriSpeech\dev-clean\1993\147964\1993-147964-0010.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0143.wav + data/clean/SESA\train\gunshot_048.wav,6.56,8.9859375
pair_00523,data/clean/LibriSpeech\dev-clean\6345\64257\6345-64257-0001.wav,impulsive,data/clean/SESA\train\gunshot_030.wav,9.23,0.324125
pair_00524,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0053.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0751.wav + data/clean/SESA\train\gunshot_033.wav,7.68,0.1163125
pair_00525,data/clean/LibriSpeech\dev-clean\2277\149896\2277-149896-0021.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0745.wav + data/clean/SESA\train\explosion_106.wav,-2.79,0.9246875
pair_00526,data/clean/LibriSpeech\dev-clean\84\121550\84-121550-0000.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0089.wav,1.69,
pair_00527,data/clean/LibriSpeech\dev-clean\5895\34615\5895-34615-0003.wav,impulsive,data/clean/SESA\test\explosion_119.wav,13.87,1.668625
pair_00528,data/clean/LibriSpeech\dev-clean\1988\147956\1988-147956-0000.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0099.wav,12.13,
pair_00529,data/clean/LibriSpeech\dev-clean\5895\34615\5895-34615-0002.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0100.wav + data/clean/SESA\test\siren_102.wav,4.53,1.010875
pair_00530,data/clean/LibriSpeech\dev-clean\3752\4943\3752-4943-0012.wav,nonstationary,data/clean/musan/music\fma\music-fma-0038.wav,5.62,
pair_00531,data/clean/LibriSpeech\dev-clean\7976\110124\7976-110124-0013.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0210.wav,10.56,
pair_00532,data/clean/LibriSpeech\dev-clean\1272\135031\1272-135031-0010.wav,nonstationary,data/clean/musan/music\hd-classical\music-hd-0054.wav,-0.75,
pair_00533,data/clean/LibriSpeech\dev-clean\6319\57405\6319-57405-0002.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0475.wav,1.43,
pair_00534,data/clean/LibriSpeech\dev-clean\6313\76958\6313-76958-0021.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0276.wav,-1.78,
pair_00535,data/clean/LibriSpeech\dev-clean\1988\24833\1988-24833-0015.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0000.wav,1.52,
pair_00536,data/clean/LibriSpeech\dev-clean\1919\142785\1919-142785-0059.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0003.wav,14.6,
pair_00537,data/clean/LibriSpeech\dev-clean\6295\244435\6295-244435-0038.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0101.wav,1.67,
pair_00538,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0028.wav,nonstationary,data/clean/musan/music\fma\music-fma-0096.wav,9.73,
pair_00539,data/clean/LibriSpeech\dev-clean\6345\93306\6345-93306-0004.wav,impulsive,data/clean/SESA\train\explosion_198.wav,1.71,1.42575
pair_00540,data/clean/LibriSpeech\dev-clean\5895\34615\5895-34615-0013.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0047.wav,11.16,
pair_00541,data/clean/LibriSpeech\dev-clean\6241\66616\6241-66616-0006.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0167.wav,-4.36,
pair_00542,data/clean/LibriSpeech\dev-clean\5895\34622\5895-34622-0009.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0038.wav,0.16,
pair_00543,data/clean/LibriSpeech\dev-clean\174\50561\174-50561-0015.wav,nonstationary,data/clean/musan/music\hd-classical\music-hd-0003.wav,-4.79,
pair_00544,data/clean/LibriSpeech\dev-clean\3576\138058\3576-138058-0003.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0206.wav,3.49,
pair_00545,data/clean/LibriSpeech\dev-clean\2078\142845\2078-142845-0035.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0192.wav,3.19,
pair_00546,data/clean/LibriSpeech\dev-clean\7850\73752\7850-73752-0005.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0158.wav,6.88,
pair_00547,data/clean/LibriSpeech\dev-clean\2035\147961\2035-147961-0005.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0526.wav,3.14,
pair_00548,data/clean/LibriSpeech\dev-clean\1462\170142\1462-170142-0006.wav,impulsive,data/clean/SESA\train\siren_061.wav,7.29,0.665
pair_00549,data/clean/LibriSpeech\dev-clean\6295\64301\6295-64301-0019.wav,nonstationary,data/clean/musan/music\fma\music-fma-0082.wav,12.09,
pair_00550,data/clean/LibriSpeech\dev-clean\6241\66616\6241-66616-0005.wav,impulsive,data/clean/SESA\train\gunshot_023.wav,5.13,7.9755
pair_00551,data/clean/LibriSpeech\dev-clean\2277\149874\2277-149874-0021.wav,impulsive,data/clean/SESA\train\siren_028.wav,13.34,1.4345625
pair_00552,data/clean/LibriSpeech\dev-clean\2277\149897\2277-149897-0015.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0348.wav,-3.86,
pair_00553,data/clean/LibriSpeech\dev-clean\2035\147961\2035-147961-0006.wav,impulsive,data/clean/SESA\train\gunshot_023.wav,10.07,1.028625
pair_00554,data/clean/LibriSpeech\dev-clean\3752\4944\3752-4944-0000.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0131.wav,10.37,
pair_00555,data/clean/LibriSpeech\dev-clean\1919\142785\1919-142785-0034.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0489.wav,4.52,
pair_00556,data/clean/LibriSpeech\dev-clean\6345\93306\6345-93306-0013.wav,nonstationary,data/clean/musan/music\hd-classical\music-hd-0072.wav,3.84,
pair_00557,data/clean/LibriSpeech\dev-clean\6313\66129\6313-66129-0015.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0369.wav + data/clean/SESA\train\gunshot_022.wav,-2.8,5.495625
pair_00558,data/clean/LibriSpeech\dev-clean\6345\64257\6345-64257-0000.wav,impulsive,data/clean/SESA\train\explosion_015.wav,6.38,2.4023125
pair_00559,data/clean/LibriSpeech\dev-clean\5694\64025\5694-64025-0009.wav,impulsive,data/clean/SESA\train\explosion_032.wav,-0.88,0.3189375
pair_00560,data/clean/LibriSpeech\dev-clean\5338\284437\5338-284437-0033.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0167.wav + data/clean/SESA\train\siren_003.wav,11.25,0.6444375
pair_00561,data/clean/LibriSpeech\dev-clean\6241\61946\6241-61946-0010.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0104.wav + data/clean/SESA\train\explosion_090.wav,6.63,0.075125
pair_00562,data/clean/LibriSpeech\dev-clean\5895\34615\5895-34615-0012.wav,impulsive,data/clean/SESA\test\explosion_164.wav,8.84,0.648375
pair_00563,data/clean/LibriSpeech\dev-clean\6345\93302\6345-93302-0013.wav,impulsive,data/clean/SESA\train\gunshot_034.wav,-4.36,0.061375
pair_00564,data/clean/LibriSpeech\dev-clean\5536\43358\5536-43358-0000.wav,mixed,data/clean/musan/noise\sound-bible\noise-sound-bible-0085.wav + data/clean/SESA\train\gunshot_020.wav,13.65,0.426625
pair_00565,data/clean/LibriSpeech\dev-clean\3000\15664\3000-15664-0027.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0191.wav,7.2,
pair_00566,data/clean/LibriSpeech\dev-clean\2086\149220\2086-149220-0015.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0041.wav,5.53,
pair_00567,data/clean/LibriSpeech\dev-clean\6345\93302\6345-93302-0028.wav,nonstationary,data/clean/musan/music\hd-classical\music-hd-0052.wav,6.66,
pair_00568,data/clean/LibriSpeech\dev-clean\6313\66129\6313-66129-0008.wav,impulsive,data/clean/SESA\train\explosion_054.wav,7.13,0.36025
pair_00569,data/clean/LibriSpeech\dev-clean\1988\148538\1988-148538-0002.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0697.wav + data/clean/SESA\train\explosion_037.wav,8.32,1.549375
pair_00570,data/clean/LibriSpeech\dev-clean\2277\149897\2277-149897-0019.wav,nonstationary,data/clean/musan/music\fma\music-fma-0007.wav,-1.86,
